'Time and date',Temporary,EEG Fpz-Cz
'[16:13:05.270 24/04/1989]',28.695,28.695
'[16:13:05.280 24/04/1989]',31.226,31.226
'[16:13:05.290 24/04/1989]',28.976,28.976
'[16:13:05.300 24/04/1989]',28.601,28.601
'[16:13:05.310 24/04/1989]',25.506,25.506
'[16:13:05.320 24/04/1989]',17.442,17.442
'[16:13:05.330 24/04/1989]',14.816,14.816
'[16:13:05.340 24/04/1989]',17.16,17.16
'[16:13:05.350 24/04/1989]',16.879,16.879
'[16:13:05.360 24/04/1989]',11.815,11.815
'[16:13:05.370 24/04/1989]',15.097,15.097
'[16:13:05.380 24/04/1989]',13.222,13.222
'[16:13:05.390 24/04/1989]',11.347,11.347
'[16:13:05.400 24/04/1989]',4.501,4.501
'[16:13:05.410 24/04/1989]',4.126,4.126
'[16:13:05.420 24/04/1989]',1.782,1.782
'[16:13:05.430 24/04/1989]',5.345,5.345
'[16:13:05.440 24/04/1989]',16.692,16.692
'[16:13:05.450 24/04/1989]',-14.347,14.347
'[16:13:05.460 24/04/1989]',6.564,6.564
'[16:13:05.470 24/04/1989]',5.908,5.908
'[16:13:05.480 24/04/1989]',6.283,6.283
'[16:13:05.490 24/04/1989]',13.503,13.503
'[16:13:05.500 24/04/1989]',14.816,14.816
'[16:13:05.510 24/04/1989]',11.534,11.534
'[16:13:05.520 24/04/1989]',12.284,12.284
'[16:13:05.530 24/04/1989]',7.033,7.033
'[16:13:05.540 24/04/1989]',13.128,13.128
'[16:13:05.550 24/04/1989]',7.314,7.314
'[16:13:05.560 24/04/1989]',6.939,6.939
'[16:13:05.570 24/04/1989]',6.095,6.095
'[16:13:05.580 24/04/1989]',-2.157,2.157
'[16:13:05.590 24/04/1989]',-9.096,9.096
'[16:13:05.600 24/04/1989]',-8.346,8.346
'[16:13:05.610 24/04/1989]',-7.314,7.314
'[16:13:05.620 24/04/1989]',-8.346,8.346
'[16:13:05.630 24/04/1989]',-6.752,6.752
'[16:13:05.640 24/04/1989]',-10.69,10.69
'[16:13:05.650 24/04/1989]',-11.722,11.722
'[16:13:05.660 24/04/1989]',-10.315,10.315
'[16:13:05.670 24/04/1989]',-7.033,7.033
'[16:13:05.680 24/04/1989]',-13.878,13.878
'[16:13:05.690 24/04/1989]',-15.004,15.004
'[16:13:05.700 24/04/1989]',-13.222,13.222
'[16:13:05.710 24/04/1989]',-14.066,14.066
'[16:13:05.720 24/04/1989]',-15.473,15.473
'[16:13:05.730 24/04/1989]',-23.725,23.725
'[16:13:05.740 24/04/1989]',-25.788,25.788
'[16:13:05.750 24/04/1989]',-24.756,24.756
'[16:13:05.760 24/04/1989]',-46.136,46.136
'[16:13:05.770 24/04/1989]',-58.889,58.889
'[16:13:05.780 24/04/1989]',-88.803,88.803
'[16:13:05.790 24/04/1989]',-93.679,93.679
'[16:13:05.800 24/04/1989]',-116.466,116.466
'[16:13:05.810 24/04/1989]',-121.342,121.342
'[16:13:05.820 24/04/1989]',-121.53,121.53
'[16:13:05.830 24/04/1989]',-120.967,120.967
'[16:13:05.840 24/04/1989]',-120.498,120.498
'[16:13:05.850 24/04/1989]',-120.311,120.311
'[16:13:05.860 24/04/1989]',-117.966,117.966
'[16:13:05.870 24/04/1989]',-112.34,112.34
'[16:13:05.880 24/04/1989]',-104.275,104.275
'[16:13:05.890 24/04/1989]',-90.866,90.866
'[16:13:05.900 24/04/1989]',-81.207,81.207
'[16:13:05.910 24/04/1989]',-72.299,72.299
'[16:13:05.920 24/04/1989]',-71.361,71.361
'[16:13:05.930 24/04/1989]',-60.202,60.202
'[16:13:05.940 24/04/1989]',-56.451,56.451
'[16:13:05.950 24/04/1989]',-52.7,52.7
'[16:13:05.960 24/04/1989]',-51.2,51.2
'[16:13:05.970 24/04/1989]',-49.418,49.418
'[16:13:05.980 24/04/1989]',-53.638,53.638
'[16:13:05.990 24/04/1989]',-49.606,49.606
'[16:13:06.000 24/04/1989]',-53.919,53.919
'[16:13:06.010 24/04/1989]',-53.826,53.826
'[16:13:06.020 24/04/1989]',-53.451,53.451
'[16:13:06.030 24/04/1989]',-56.639,56.639
'[16:13:06.040 24/04/1989]',-55.889,55.889
'[16:13:06.050 24/04/1989]',-50.825,50.825
'[16:13:06.060 24/04/1989]',-54.388,54.388
'[16:13:06.070 24/04/1989]',-59.921,59.921
'[16:13:06.080 24/04/1989]',-57.483,57.483
'[16:13:06.090 24/04/1989]',-56.076,56.076
'[16:13:06.100 24/04/1989]',-66.016,66.016
'[16:13:06.110 24/04/1989]',-65.641,65.641
'[16:13:06.120 24/04/1989]',-70.705,70.705
'[16:13:06.130 24/04/1989]',-72.393,72.393
'[16:13:06.140 24/04/1989]',-64.047,64.047
'[16:13:06.150 24/04/1989]',-62.547,62.547
'[16:13:06.160 24/04/1989]',-57.389,57.389
'[16:13:06.170 24/04/1989]',-57.108,57.108
'[16:13:06.180 24/04/1989]',-55.701,55.701
'[16:13:06.190 24/04/1989]',-60.577,60.577
'[16:13:06.200 24/04/1989]',-56.358,56.358
'[16:13:06.210 24/04/1989]',-58.983,58.983
'[16:13:06.220 24/04/1989]',-56.826,56.826
'[16:13:06.230 24/04/1989]',-57.389,57.389
'[16:13:06.240 24/04/1989]',-58.139,58.139
'[16:13:06.250 24/04/1989]',-53.919,53.919
'[16:13:06.260 24/04/1989]',-51.294,51.294
'[16:13:06.270 24/04/1989]',-50.075,50.075
'[16:13:06.280 24/04/1989]',-48.574,48.574
'[16:13:06.290 24/04/1989]',-45.48,45.48
'[16:13:06.300 24/04/1989]',-40.322,40.322
'[16:13:06.310 24/04/1989]',-39.666,39.666
'[16:13:06.320 24/04/1989]',-39.478,39.478
'[16:13:06.330 24/04/1989]',-36.384,36.384
'[16:13:06.340 24/04/1989]',-44.636,44.636
'[16:13:06.350 24/04/1989]',-42.385,42.385
'[16:13:06.360 24/04/1989]',-43.042,43.042
'[16:13:06.370 24/04/1989]',-40.979,40.979
'[16:13:06.380 24/04/1989]',-38.822,38.822
'[16:13:06.390 24/04/1989]',-43.979,43.979
'[16:13:06.400 24/04/1989]',-52.982,52.982
'[16:13:06.410 24/04/1989]',-45.199,45.199
'[16:13:06.420 24/04/1989]',-95.273,95.273
'[16:13:06.430 24/04/1989]',-95.836,95.836
'[16:13:06.440 24/04/1989]',-95.179,95.179
'[16:13:06.450 24/04/1989]',-93.304,93.304
'[16:13:06.460 24/04/1989]',-91.71,91.71
'[16:13:06.470 24/04/1989]',-89.178,89.178
'[16:13:06.480 24/04/1989]',-86.271,86.271
'[16:13:06.490 24/04/1989]',-82.051,82.051
'[16:13:06.500 24/04/1989]',-76.425,76.425
'[16:13:06.510 24/04/1989]',-67.985,67.985
'[16:13:06.520 24/04/1989]',-56.733,56.733
'[16:13:06.530 24/04/1989]',-53.357,53.357
'[16:13:06.540 24/04/1989]',-44.355,44.355
'[16:13:06.550 24/04/1989]',-32.821,32.821
'[16:13:06.560 24/04/1989]',-30.101,30.101
'[16:13:06.570 24/04/1989]',-28.319,28.319
'[16:13:06.580 24/04/1989]',-27.194,27.194
'[16:13:06.590 24/04/1989]',-25.694,25.694
'[16:13:06.600 24/04/1989]',-19.505,19.505
'[16:13:06.610 24/04/1989]',-21.005,21.005
'[16:13:06.620 24/04/1989]',-21.286,21.286
'[16:13:06.630 24/04/1989]',-21.943,21.943
'[16:13:06.640 24/04/1989]',-14.535,14.535
'[16:13:06.650 24/04/1989]',-10.034,10.034
'[16:13:06.660 24/04/1989]',-7.221,7.221
'[16:13:06.670 24/04/1989]',-2.063,2.063
'[16:13:06.680 24/04/1989]',7.783,7.783
'[16:13:06.690 24/04/1989]',12.378,12.378
'[16:13:06.700 24/04/1989]',28.788,28.788
'[16:13:06.710 24/04/1989]',-8.627,8.627
'[16:13:06.720 24/04/1989]',8.908,8.908
'[16:13:06.730 24/04/1989]',10.034,10.034
'[16:13:06.740 24/04/1989]',10.971,10.971
'[16:13:06.750 24/04/1989]',19.223,19.223
'[16:13:06.760 24/04/1989]',18.942,18.942
'[16:13:06.770 24/04/1989]',15.848,15.848
'[16:13:06.780 24/04/1989]',20.536,20.536
'[16:13:06.790 24/04/1989]',23.725,23.725
'[16:13:06.800 24/04/1989]',20.255,20.255
'[16:13:06.810 24/04/1989]',19.786,19.786
'[16:13:06.820 24/04/1989]',13.128,13.128
'[16:13:06.830 24/04/1989]',24.662,24.662
'[16:13:06.840 24/04/1989]',23.349,23.349
'[16:13:06.850 24/04/1989]',25.131,25.131
'[16:13:06.860 24/04/1989]',25.037,25.037
'[16:13:06.870 24/04/1989]',36.571,36.571
'[16:13:06.880 24/04/1989]',32.258,32.258
'[16:13:06.890 24/04/1989]',33.571,33.571
'[16:13:06.900 24/04/1989]',34.227,34.227
'[16:13:06.910 24/04/1989]',36.665,36.665
'[16:13:06.920 24/04/1989]',30.758,30.758
'[16:13:06.930 24/04/1989]',25.225,25.225
'[16:13:06.940 24/04/1989]',31.695,31.695
'[16:13:06.950 24/04/1989]',31.133,31.133
'[16:13:06.960 24/04/1989]',34.227,34.227
'[16:13:06.970 24/04/1989]',34.602,34.602
'[16:13:06.980 24/04/1989]',28.695,28.695
'[16:13:06.990 24/04/1989]',12.941,12.941
'[16:13:07.000 24/04/1989]',19.599,19.599
'[16:13:07.010 24/04/1989]',-8.721,8.721
'[16:13:07.020 24/04/1989]',-8.815,8.815
'[16:13:07.030 24/04/1989]',-8.346,8.346
'[16:13:07.040 24/04/1989]',-7.314,7.314
'[16:13:07.050 24/04/1989]',-5.158,5.158
'[16:13:07.060 24/04/1989]',-3.282,3.282
'[16:13:07.070 24/04/1989]',0.469,0.469
'[16:13:07.080 24/04/1989]',7.596,7.596
'[16:13:07.090 24/04/1989]',25.131,25.131
'[16:13:07.100 24/04/1989]',36.196,36.196
'[16:13:07.110 24/04/1989]',37.884,37.884
'[16:13:07.120 24/04/1989]',33.008,33.008
'[16:13:07.130 24/04/1989]',31.508,31.508
'[16:13:07.140 24/04/1989]',16.41,16.41
'[16:13:07.150 24/04/1989]',12.659,12.659
'[16:13:07.160 24/04/1989]',10.971,10.971
'[16:13:07.170 24/04/1989]',11.065,11.065
'[16:13:07.180 24/04/1989]',20.161,20.161
'[16:13:07.190 24/04/1989]',20.63,20.63
'[16:13:07.200 24/04/1989]',44.073,44.073
'[16:13:07.210 24/04/1989]',55.045,55.045
'[16:13:07.220 24/04/1989]',70.423,70.423
'[16:13:07.230 24/04/1989]',103.15,103.15
'[16:13:07.240 24/04/1989]',107.933,107.933
'[16:13:07.250 24/04/1989]',140.566,140.566
'[16:13:07.260 24/04/1989]',147.223,147.223
'[16:13:07.270 24/04/1989]',155.1,155.1
'[16:13:07.280 24/04/1989]',156.226,156.226
'[16:13:07.290 24/04/1989]',156.319,156.319
'[16:13:07.300 24/04/1989]',156.601,156.601
'[16:13:07.310 24/04/1989]',156.319,156.319
'[16:13:07.320 24/04/1989]',156.507,156.507
'[16:13:07.330 24/04/1989]',156.226,156.226
'[16:13:07.340 24/04/1989]',156.413,156.413
'[16:13:07.350 24/04/1989]',156.601,156.601
'[16:13:07.360 24/04/1989]',156.038,156.038
'[16:13:07.370 24/04/1989]',155.382,155.382
'[16:13:07.380 24/04/1989]',154.632,154.632
'[16:13:07.390 24/04/1989]',151.162,151.162
'[16:13:07.400 24/04/1989]',147.692,147.692
'[16:13:07.410 24/04/1989]',145.629,145.629
'[16:13:07.420 24/04/1989]',142.535,142.535
'[16:13:07.430 24/04/1989]',139.159,139.159
'[16:13:07.440 24/04/1989]',137.284,137.284
'[16:13:07.450 24/04/1989]',131.376,131.376
'[16:13:07.460 24/04/1989]',136.627,136.627
'[16:13:07.470 24/04/1989]',134.564,134.564
'[16:13:07.480 24/04/1989]',130.532,130.532
'[16:13:07.490 24/04/1989]',123.218,123.218
'[16:13:07.500 24/04/1989]',130.719,130.719
'[16:13:07.510 24/04/1989]',127.719,127.719
'[16:13:07.520 24/04/1989]',125.843,125.843
'[16:13:07.530 24/04/1989]',124.062,124.062
'[16:13:07.540 24/04/1989]',122.749,122.749
'[16:13:07.550 24/04/1989]',119.279,119.279
'[16:13:07.560 24/04/1989]',114.497,114.497
'[16:13:07.570 24/04/1989]',112.621,112.621
'[16:13:07.580 24/04/1989]',108.401,108.401
'[16:13:07.590 24/04/1989]',104.744,104.744
'[16:13:07.600 24/04/1989]',100.806,100.806
'[16:13:07.610 24/04/1989]',95.367,95.367
'[16:13:07.620 24/04/1989]',95.555,95.555
'[16:13:07.630 24/04/1989]',89.178,89.178
'[16:13:07.640 24/04/1989]',85.427,85.427
'[16:13:07.650 24/04/1989]',83.364,83.364
'[16:13:07.660 24/04/1989]',78.582,78.582
'[16:13:07.670 24/04/1989]',76.894,76.894
'[16:13:07.680 24/04/1989]',74.549,74.549
'[16:13:07.690 24/04/1989]',69.955,69.955
'[16:13:07.700 24/04/1989]',67.985,67.985
'[16:13:07.710 24/04/1989]',60.108,60.108
'[16:13:07.720 24/04/1989]',64.797,64.797
'[16:13:07.730 24/04/1989]',57.577,57.577
'[16:13:07.740 24/04/1989]',58.702,58.702
'[16:13:07.750 24/04/1989]',62.64,62.64
'[16:13:07.760 24/04/1989]',54.576,54.576
'[16:13:07.770 24/04/1989]',54.67,54.67
'[16:13:07.780 24/04/1989]',50.919,50.919
'[16:13:07.790 24/04/1989]',48.574,48.574
'[16:13:07.800 24/04/1989]',40.697,40.697
'[16:13:07.810 24/04/1989]',36.103,36.103
'[16:13:07.820 24/04/1989]',34.79,34.79
'[16:13:07.830 24/04/1989]',29.07,29.07
'[16:13:07.840 24/04/1989]',26.538,26.538
'[16:13:07.850 24/04/1989]',17.16,17.16
'[16:13:07.860 24/04/1989]',16.223,16.223
'[16:13:07.870 24/04/1989]',11.065,11.065
'[16:13:07.880 24/04/1989]',3.376,3.376
'[16:13:07.890 24/04/1989]',3.376,3.376
'[16:13:07.900 24/04/1989]',5.064,5.064
'[16:13:07.910 24/04/1989]',1.125,1.125
'[16:13:07.920 24/04/1989]',-2.626,2.626
'[16:13:07.930 24/04/1989]',-5.814,5.814
'[16:13:07.940 24/04/1989]',-8.346,8.346
'[16:13:07.950 24/04/1989]',-10.127,10.127
'[16:13:07.960 24/04/1989]',-13.785,13.785
'[16:13:07.970 24/04/1989]',-16.973,16.973
'[16:13:07.980 24/04/1989]',-18.286,18.286
'[16:13:07.990 24/04/1989]',-18.661,18.661
'[16:13:08.000 24/04/1989]',-18.098,18.098
'[16:13:08.010 24/04/1989]',-17.536,17.536
'[16:13:08.020 24/04/1989]',-30.664,30.664
'[16:13:08.030 24/04/1989]',-35.352,35.352
'[16:13:08.040 24/04/1989]',-42.292,42.292
'[16:13:08.050 24/04/1989]',-40.979,40.979
'[16:13:08.060 24/04/1989]',-44.261,44.261
'[16:13:08.070 24/04/1989]',-40.041,40.041
'[16:13:08.080 24/04/1989]',-49.606,49.606
'[16:13:08.090 24/04/1989]',-48.856,48.856
'[16:13:08.100 24/04/1989]',-60.39,60.39
'[16:13:08.110 24/04/1989]',-54.67,54.67
'[16:13:08.120 24/04/1989]',-67.61,67.61
'[16:13:08.130 24/04/1989]',-61.796,61.796
'[16:13:08.140 24/04/1989]',-62.64,62.64
'[16:13:08.150 24/04/1989]',-62.828,62.828
'[16:13:08.160 24/04/1989]',-61.327,61.327
'[16:13:08.170 24/04/1989]',-58.421,58.421
'[16:13:08.180 24/04/1989]',-58.702,58.702
'[16:13:08.190 24/04/1989]',-61.234,61.234
'[16:13:08.200 24/04/1989]',-57.108,57.108
'[16:13:08.210 24/04/1989]',-55.795,55.795
'[16:13:08.220 24/04/1989]',-55.326,55.326
'[16:13:08.230 24/04/1989]',-55.138,55.138
'[16:13:08.240 24/04/1989]',-56.264,56.264
'[16:13:08.250 24/04/1989]',-55.982,55.982
'[16:13:08.260 24/04/1989]',-53.451,53.451
'[16:13:08.270 24/04/1989]',-50.919,50.919
'[16:13:08.280 24/04/1989]',-51.388,51.388
'[16:13:08.290 24/04/1989]',-44.542,44.542
'[16:13:08.300 24/04/1989]',-44.448,44.448
'[16:13:08.310 24/04/1989]',-46.699,46.699
'[16:13:08.320 24/04/1989]',-44.636,44.636
'[16:13:08.330 24/04/1989]',-51.669,51.669
'[16:13:08.340 24/04/1989]',-47.262,47.262
'[16:13:08.350 24/04/1989]',-50.075,50.075
'[16:13:08.360 24/04/1989]',-45.574,45.574
'[16:13:08.370 24/04/1989]',-51.95,51.95
'[16:13:08.380 24/04/1989]',-45.48,45.48
'[16:13:08.390 24/04/1989]',-49.043,49.043
'[16:13:08.400 24/04/1989]',-45.011,45.011
'[16:13:08.410 24/04/1989]',-49.418,49.418
'[16:13:08.420 24/04/1989]',-48.574,48.574
'[16:13:08.430 24/04/1989]',-28.507,28.507
'[16:13:08.440 24/04/1989]',-61.515,61.515
'[16:13:08.450 24/04/1989]',-62.078,62.078
'[16:13:08.460 24/04/1989]',-71.924,71.924
'[16:13:08.470 24/04/1989]',-86.271,86.271
'[16:13:08.480 24/04/1989]',-87.678,87.678
'[16:13:08.490 24/04/1989]',-77.55,77.55
'[16:13:08.500 24/04/1989]',-81.395,81.395
'[16:13:08.510 24/04/1989]',-76.331,76.331
'[16:13:08.520 24/04/1989]',-74.362,74.362
'[16:13:08.530 24/04/1989]',-76.237,76.237
'[16:13:08.540 24/04/1989]',-78.769,78.769
'[16:13:08.550 24/04/1989]',-74.456,74.456
'[16:13:08.560 24/04/1989]',-67.516,67.516
'[16:13:08.570 24/04/1989]',-75.581,75.581
'[16:13:08.580 24/04/1989]',-76.8,76.8
'[16:13:08.590 24/04/1989]',-75.487,75.487
'[16:13:08.600 24/04/1989]',-75.3,75.3
'[16:13:08.610 24/04/1989]',-74.737,74.737
'[16:13:08.620 24/04/1989]',-75.018,75.018
'[16:13:08.630 24/04/1989]',-69.111,69.111
'[16:13:08.640 24/04/1989]',-68.36,68.36
'[16:13:08.650 24/04/1989]',-71.549,71.549
'[16:13:08.660 24/04/1989]',-69.298,69.298
'[16:13:08.670 24/04/1989]',-69.392,69.392
'[16:13:08.680 24/04/1989]',-66.954,66.954
'[16:13:08.690 24/04/1989]',-72.111,72.111
'[16:13:08.700 24/04/1989]',-53.919,53.919
'[16:13:08.710 24/04/1989]',-85.333,85.333
'[16:13:08.720 24/04/1989]',-78.488,78.488
'[16:13:08.730 24/04/1989]',-102.963,102.963
'[16:13:08.740 24/04/1989]',-114.497,114.497
'[16:13:08.750 24/04/1989]',-114.59,114.59
'[16:13:08.760 24/04/1989]',-113.09,113.09
'[16:13:08.770 24/04/1989]',-111.684,111.684
'[16:13:08.780 24/04/1989]',-110.371,110.371
'[16:13:08.790 24/04/1989]',-107.37,107.37
'[16:13:08.800 24/04/1989]',-105.495,105.495
'[16:13:08.810 24/04/1989]',-102.963,102.963
'[16:13:08.820 24/04/1989]',-99.774,99.774
'[16:13:08.830 24/04/1989]',-97.711,97.711
'[16:13:08.840 24/04/1989]',-93.585,93.585
'[16:13:08.850 24/04/1989]',-91.804,91.804
'[16:13:08.860 24/04/1989]',-84.583,84.583
'[16:13:08.870 24/04/1989]',-78.488,78.488
'[16:13:08.880 24/04/1989]',-69.673,69.673
'[16:13:08.890 24/04/1989]',-65.829,65.829
'[16:13:08.900 24/04/1989]',-65.547,65.547
'[16:13:08.910 24/04/1989]',-57.108,57.108
'[16:13:08.920 24/04/1989]',-51.763,51.763
'[16:13:08.930 24/04/1989]',-48.105,48.105
'[16:13:08.940 24/04/1989]',-48.762,48.762
'[16:13:08.950 24/04/1989]',-50.825,50.825
'[16:13:08.960 24/04/1989]',-48.387,48.387
'[16:13:08.970 24/04/1989]',-39.76,39.76
'[16:13:08.980 24/04/1989]',-34.508,34.508
'[16:13:08.990 24/04/1989]',-31.789,31.789
'[16:13:09.000 24/04/1989]',-22.13,22.13
'[16:13:09.010 24/04/1989]',-20.255,20.255
'[16:13:09.020 24/04/1989]',-13.597,13.597
'[16:13:09.030 24/04/1989]',-6.939,6.939
'[16:13:09.040 24/04/1989]',-4.782,4.782
'[16:13:09.050 24/04/1989]',-0.375,0.375
'[16:13:09.060 24/04/1989]',1.125,1.125
'[16:13:09.070 24/04/1989]',21.849,21.849
'[16:13:09.080 24/04/1989]',6.189,6.189
'[16:13:09.090 24/04/1989]',13.972,13.972
'[16:13:09.100 24/04/1989]',14.347,14.347
'[16:13:09.110 24/04/1989]',15.379,15.379
'[16:13:09.120 24/04/1989]',16.692,16.692
'[16:13:09.130 24/04/1989]',28.788,28.788
'[16:13:09.140 24/04/1989]',22.318,22.318
'[16:13:09.150 24/04/1989]',40.604,40.604
'[16:13:09.160 24/04/1989]',6.283,6.283
'[16:13:09.170 24/04/1989]',10.878,10.878
'[16:13:09.180 24/04/1989]',9.846,9.846
'[16:13:09.190 24/04/1989]',8.627,8.627
'[16:13:09.200 24/04/1989]',12.941,12.941
'[16:13:09.210 24/04/1989]',12.847,12.847
'[16:13:09.220 24/04/1989]',14.347,14.347
'[16:13:09.230 24/04/1989]',12.19,12.19
'[16:13:09.240 24/04/1989]',35.727,35.727
'[16:13:09.250 24/04/1989]',35.634,35.634
'[16:13:09.260 24/04/1989]',35.352,35.352
'[16:13:09.270 24/04/1989]',46.605,46.605
'[16:13:09.280 24/04/1989]',46.98,46.98
'[16:13:09.290 24/04/1989]',42.76,42.76
'[16:13:09.300 24/04/1989]',43.886,43.886
'[16:13:09.310 24/04/1989]',41.448,41.448
'[16:13:09.320 24/04/1989]',39.197,39.197
'[16:13:09.330 24/04/1989]',40.416,40.416
'[16:13:09.340 24/04/1989]',39.76,39.76
'[16:13:09.350 24/04/1989]',37.415,37.415
'[16:13:09.360 24/04/1989]',41.166,41.166
'[16:13:09.370 24/04/1989]',41.823,41.823
'[16:13:09.380 24/04/1989]',46.418,46.418
'[16:13:09.390 24/04/1989]',46.418,46.418
'[16:13:09.400 24/04/1989]',31.883,31.883
'[16:13:09.410 24/04/1989]',44.448,44.448
'[16:13:09.420 24/04/1989]',37.509,37.509
'[16:13:09.430 24/04/1989]',28.413,28.413
'[16:13:09.440 24/04/1989]',33.852,33.852
'[16:13:09.450 24/04/1989]',31.133,31.133
'[16:13:09.460 24/04/1989]',34.415,34.415
'[16:13:09.470 24/04/1989]',30.664,30.664
'[16:13:09.480 24/04/1989]',24.85,24.85
'[16:13:09.490 24/04/1989]',16.785,16.785
'[16:13:09.500 24/04/1989]',17.723,17.723
'[16:13:09.510 24/04/1989]',23.256,23.256
'[16:13:09.520 24/04/1989]',22.787,22.787
'[16:13:09.530 24/04/1989]',21.755,21.755
'[16:13:09.540 24/04/1989]',20.724,20.724
'[16:13:09.550 24/04/1989]',23.256,23.256
'[16:13:09.560 24/04/1989]',18.098,18.098
'[16:13:09.570 24/04/1989]',17.348,17.348
'[16:13:09.580 24/04/1989]',16.879,16.879
'[16:13:09.590 24/04/1989]',21.849,21.849
'[16:13:09.600 24/04/1989]',19.974,19.974
'[16:13:09.610 24/04/1989]',26.256,26.256
'[16:13:09.620 24/04/1989]',23.068,23.068
'[16:13:09.630 24/04/1989]',25.131,25.131
'[16:13:09.640 24/04/1989]',22.412,22.412
'[16:13:09.650 24/04/1989]',27.569,27.569
'[16:13:09.660 24/04/1989]',15.473,15.473
'[16:13:09.670 24/04/1989]',16.785,16.785
'[16:13:09.680 24/04/1989]',20.442,20.442
'[16:13:09.690 24/04/1989]',19.13,19.13
'[16:13:09.700 24/04/1989]',19.13,19.13
'[16:13:09.710 24/04/1989]',22.037,22.037
'[16:13:09.720 24/04/1989]',27.194,27.194
'[16:13:09.730 24/04/1989]',24.662,24.662
'[16:13:09.740 24/04/1989]',21.005,21.005
'[16:13:09.750 24/04/1989]',20.818,20.818
'[16:13:09.760 24/04/1989]',17.348,17.348
'[16:13:09.770 24/04/1989]',19.786,19.786
'[16:13:09.780 24/04/1989]',16.41,16.41
'[16:13:09.790 24/04/1989]',22.037,22.037
'[16:13:09.800 24/04/1989]',19.505,19.505
'[16:13:09.810 24/04/1989]',21.568,21.568
'[16:13:09.820 24/04/1989]',24.1,24.1
'[16:13:09.830 24/04/1989]',22.599,22.599
'[16:13:09.840 24/04/1989]',21.005,21.005
'[16:13:09.850 24/04/1989]',23.631,23.631
'[16:13:09.860 24/04/1989]',26.069,26.069
'[16:13:09.870 24/04/1989]',23.537,23.537
'[16:13:09.880 24/04/1989]',24.944,24.944
'[16:13:09.890 24/04/1989]',37.134,37.134
'[16:13:09.900 24/04/1989]',34.321,34.321
'[16:13:09.910 24/04/1989]',38.634,38.634
'[16:13:09.920 24/04/1989]',15.191,15.191
'[16:13:09.930 24/04/1989]',32.821,32.821
'[16:13:09.940 24/04/1989]',30.101,30.101
'[16:13:09.950 24/04/1989]',18.942,18.942
'[16:13:09.960 24/04/1989]',26.256,26.256
'[16:13:09.970 24/04/1989]',30.664,30.664
'[16:13:09.980 24/04/1989]',27.944,27.944
'[16:13:09.990 24/04/1989]',37.79,37.79
'[16:13:10.000 24/04/1989]',27.475,27.475
'[16:13:10.010 24/04/1989]',30.945,30.945
'[16:13:10.020 24/04/1989]',19.88,19.88
'[16:13:10.030 24/04/1989]',21.943,21.943
'[16:13:10.040 24/04/1989]',15.754,15.754
'[16:13:10.050 24/04/1989]',21.286,21.286
'[16:13:10.060 24/04/1989]',20.911,20.911
'[16:13:10.070 24/04/1989]',17.629,17.629
'[16:13:10.080 24/04/1989]',8.908,8.908
'[16:13:10.090 24/04/1989]',12.659,12.659
'[16:13:10.100 24/04/1989]',9.94,9.94
'[16:13:10.110 24/04/1989]',7.502,7.502
'[16:13:10.120 24/04/1989]',18.473,18.473
'[16:13:10.130 24/04/1989]',5.251,5.251
'[16:13:10.140 24/04/1989]',21.193,21.193
'[16:13:10.150 24/04/1989]',-0.938,0.938
'[16:13:10.160 24/04/1989]',2.251,2.251
'[16:13:10.170 24/04/1989]',-5.908,5.908
'[16:13:10.180 24/04/1989]',3.001,3.001
'[16:13:10.190 24/04/1989]',-10.503,10.503
'[16:13:10.200 24/04/1989]',-9.846,9.846
'[16:13:10.210 24/04/1989]',-12.378,12.378
'[16:13:10.220 24/04/1989]',-12.284,12.284
'[16:13:10.230 24/04/1989]',0.469,0.469
'[16:13:10.240 24/04/1989]',-4.595,4.595
'[16:13:10.250 24/04/1989]',-1.688,1.688
'[16:13:10.260 24/04/1989]',0.656,0.656
'[16:13:10.270 24/04/1989]',6.939,6.939
'[16:13:10.280 24/04/1989]',-8.627,8.627
'[16:13:10.290 24/04/1989]',-4.595,4.595
'[16:13:10.300 24/04/1989]',-6.845,6.845
'[16:13:10.310 24/04/1989]',-44.167,44.167
'[16:13:10.320 24/04/1989]',-25.788,25.788
'[16:13:10.330 24/04/1989]',-27.475,27.475
'[16:13:10.340 24/04/1989]',-51.481,51.481
'[16:13:10.350 24/04/1989]',-74.549,74.549
'[16:13:10.360 24/04/1989]',-39.947,39.947
'[16:13:10.370 24/04/1989]',-54.763,54.763
'[16:13:10.380 24/04/1989]',-51.575,51.575
'[16:13:10.390 24/04/1989]',-46.511,46.511
'[16:13:10.400 24/04/1989]',-37.415,37.415
'[16:13:10.410 24/04/1989]',-42.667,42.667
'[16:13:10.420 24/04/1989]',-39.947,39.947
'[16:13:10.430 24/04/1989]',-38.072,38.072
'[16:13:10.440 24/04/1989]',-40.229,40.229
'[16:13:10.450 24/04/1989]',-31.414,31.414
'[16:13:10.460 24/04/1989]',-34.508,34.508
